title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country,magnitude_scaled,depth_scaled,geo_cluster,location_risk_score,alert_encoded
"M 7.8 - 206 km SW of Prince Rupert, Canada",7.8,28-10-2012 03:04,8,7,unknown,0,1726,us,807,0.0,42.7,mww,14.0,52.788,-132.101,"Prince Rupert, Canada",North America,Canada,1.9290625081980977,-0.4510789824158124,6,6.941860465116279,3
M 6.5 - Costa Rica,6.5,24-10-2012 00:45,6,6,unknown,0,745,us,691,0.0,34.4,mww,17.0,10.086,-85.298,Costa Rica,,Costa Rica,-0.9907828640760169,-0.42921138412689214,1,6.9223684210526315,3
"M 6.6 - 163 km ENE of Tual, Indonesia",6.6,12-10-2012 00:31,3,5,unknown,0,675,us,291,0.0,17.7,mww,13.0,-4.892,134.03,"Tual, Indonesia",,Indonesia,-0.7661793739010858,-0.45836818184545247,2,6.878813559322034,3
"M 7.3 - 11 km WNW of San Agustín, Colombia",7.3,30-09-2012 16:31,7,6,unknown,0,1221,us,934,0.0,15.5,mww,170.0,1.929,-76.362,"San Agustín, Colombia",South America,Colombia,0.8060450573234381,0.6860361286080405,1,6.9223684210526315,3
"M 7.6 - 11 km ENE of Hojancha, Costa Rica",7.6,05-09-2012 14:42,8,7,unknown,0,1555,us,703,0.0,34.3,mww,35.0,10.085,-85.315,"Hojancha, Costa Rica",,Costa Rica,1.4798555278482335,-0.29800579439337066,1,6.9223684210526315,3
"M 7.6 - 89 km E of Sulangan, Philippines",7.6,31-08-2012 12:47,8,5,unknown,0,1115,us,682,0.0,10.2,mww,28.0,10.811,126.638,"Sulangan, Philippines",,,1.4798555278482335,-0.3490301904008512,2,6.878813559322034,3
"M 7.3 - 126 km S of Puerto El Triunfo, El Salvador",7.3,27-08-2012 04:37,5,5,unknown,0,994,us,417,0.0,37.0,mww,28.0,12.139,-88.59,"Puerto El Triunfo, El Salvador",,,0.8060450573234381,-0.3490301904008512,1,6.9223684210526315,3
"M 6.6 - 140 km WNW of Tobelo, Indonesia",6.6,26-08-2012 15:05,4,5,unknown,0,678,us,497,0.0,14.6,mww,91.1,2.19,126.837,"Tobelo, Indonesia",,Indonesia,-0.7661793739010858,0.11091829360943796,2,6.878813559322034,3
"M 7.7 - 156 km ENE of Poronaysk, Russia",7.7,14-08-2012 02:59,7,4,unknown,0,941,us,862,0.0,13.8,mww,583.2,49.8,145.064,"Poronaysk, Russia",,,1.7044590180231667,3.697933332935323,7,6.983076923076924,3
"M 6.5 - 105 km ESE of Kokopo, Papua New Guinea",6.5,28-07-2012 20:03,5,6,unknown,0,653,us,576,0.0,11.7,mww,41.0,-4.651,153.173,"Kokopo, Papua New Guinea",,Papua New Guinea,-0.9907828640760169,-0.25427059781553013,5,6.913736263736263,3
"M 6.6 - 76 km W of Neiafu, Tonga",6.6,28-04-2012 10:08,4,5,unknown,0,675,us,529,0.0,15.7,mww,134.7,-18.685,-174.705,"Neiafu, Tonga",,Tonga,-0.7661793739010858,0.42872738874174554,3,6.9511111111111115,3
"M 6.7 - 86 km SSE of Manokwari, Indonesia",6.7,21-04-2012 01:16,0,7,unknown,0,691,us,370,0.0,15.4,mww,16.0,-1.617,134.276,"Manokwari, Indonesia",,Indonesia,-0.5415758837261526,-0.4365005835565322,2,6.878813559322034,3
"M 6.8 - 140 km N of Lae, Papua New Guinea",6.8,17-04-2012 07:13,6,5,unknown,0,732,us,597,0.0,12.6,mww,198.0,-5.462,147.117,"Lae, Papua New Guinea",,Papua New Guinea,-0.31697239355122153,0.8901337126379628,5,6.913736263736263,3
"M 6.7 - 22 km NW of Hacienda La Calera, Chile",6.7,17-04-2012 03:50,0,7,unknown,0,691,us,518,0.0,26.9,mww,29.0,-32.625,-71.365,"Hacienda La Calera, Chile",South America,Chile,-0.5415758837261526,-0.34174099097121113,4,6.97625,3
"M 7.0 - 69 km ENE of San Luis, Mexico",7.0,12-04-2012 07:15,7,7,unknown,0,1000,us,474,0.0,95.9,mww,13.0,28.696,-113.104,"San Luis, Mexico",North America,Mexico,0.13223458679864272,-0.45836818184545247,1,6.9223684210526315,3
"M 6.5 - 41 km NW of El Habillal, Mexico",6.5,11-04-2012 22:55,7,6,unknown,0,1171,us,599,0.0,54.1,mwb,20.0,18.229,-102.689,"El Habillal, Mexico",North America,Mexico,-0.9907828640760169,-0.4073437858379719,1,6.9223684210526315,3
M 8.2 - off the west coast of northern Sumatra,8.2,11-04-2012 10:43,9,6,green,0,1213,us,341,0.0,14.9,mwc,25.1,0.802,92.463,off the west coast of northern Sumatra,,,2.8274764688978244,-0.37016886874680743,8,7.034831460674158,0
M 8.6 - off the west coast of northern Sumatra,8.6,11-04-2012 08:38,9,7,yellow,0,2048,official,499,0.0,16.6,mw,20.0,2.327,93.063,off the west coast of northern Sumatra,,,3.725890429597553,-0.4073437858379719,8,7.034831460674158,4
"M 7.1 - 23 km NE of Constitución, Chile",7.1,25-03-2012 22:37,7,7,unknown,0,1496,us,553,0.0,15.2,mww,40.7,-35.2,-72.217,"Constitución, Chile",South America,Chile,0.35683807697357384,-0.2564573576444222,4,6.97625,3
"M 6.6 - 11 km ENE of Kainantu, Papua New Guinea",6.6,21-03-2012 22:15,6,6,unknown,0,709,us,640,0.0,10.1,mww,118.0,-6.242,145.955,"Kainantu, Papua New Guinea",,Papua New Guinea,-0.7661793739010858,0.30699775826675624,5,6.913736263736263,3
"M 7.4 - 6 km E of Santiago Llano Grande, Mexico",7.4,20-03-2012 18:02,9,8,unknown,0,1752,us,672,0.0,37.9,mww,20.0,16.493,-98.231,"Santiago Llano Grande, Mexico",North America,Mexico,1.0306485474983713,-0.4073437858379719,1,6.9223684210526315,3
"M 6.7 - 38 km NE of Saryg-Sep, Russia",6.7,26-02-2012 06:17,7,7,unknown,0,833,us,596,0.0,13.4,mww,12.0,51.708,95.991,"Saryg-Sep, Russia",Asia,Russia,-0.5415758837261526,-0.46565738127509254,8,7.034831460674158,3
"M 6.7 - 2 km NNE of Jimalalud, Philippines",6.7,06-02-2012 03:49,9,7,unknown,0,1551,us,572,0.0,11.1,mww,11.0,9.999,123.206,"Jimalalud, Philippines",,Philippines,-0.5415758837261526,-0.4729465807047326,2,6.878813559322034,3
"M 7.1 - 125 km W of Port-Vila, Vanuatu",7.1,02-02-2012 13:34,5,5,unknown,0,793,us,573,0.0,12.0,mww,23.0,-17.827,167.133,"Port-Vila, Vanuatu",,,0.35683807697357384,-0.38547618754905166,5,6.913736263736263,3
M 7.2 - off the west coast of northern Sumatra,7.2,10-01-2012 18:36,4,4,unknown,0,838,us,443,0.0,17.0,mww,19.0,2.433,93.21,off the west coast of northern Sumatra,,,0.581441567148507,-0.414632985267612,8,7.034831460674158,3
"M 6.6 - 45 km NNE of Saryg-Sep, Russia",6.6,27-12-2011 15:21,0,7,unknown,0,670,us,545,0.0,17.6,mww,15.0,51.842,95.911,"Saryg-Sep, Russia",Asia,Russia,-0.7661793739010858,-0.4437897829861723,8,7.034831460674158,3
"M 7.1 - 25 km SSE of Wau, Papua New Guinea",7.1,14-12-2011 05:04,6,6,unknown,0,834,us,485,0.0,10.6,mww,135.0,-7.551,146.809,"Wau, Papua New Guinea",,Papua New Guinea,0.35683807697357384,0.43091414857063765,5,6.913736263736263,3
"M 6.5 - 6 km SSW of Nuevo Balsas, Mexico",6.5,11-12-2011 01:47,8,7,unknown,0,1400,us,578,0.0,38.6,mww,59.0,17.986,-99.789,"Nuevo Balsas, Mexico",North America,Mexico,-0.9907828640760169,-0.12306500808200865,1,6.9223684210526315,3
"M 6.9 - 39 km SW of Santiago, Peru",6.9,28-10-2011 18:54,6,7,unknown,0,847,us,474,0.0,46.5,mww,24.0,-14.438,-75.966,"Santiago, Peru",South America,Peru,-0.09236890337628839,-0.37818698811941154,4,6.97625,3
"M 7.1 - 27 km NNE of Van, Turkey",7.1,23-10-2011 10:41,9,9,unknown,0,1096,us,693,0.0,19.7,mww,18.0,38.721,43.508,"Van, Turkey",Asia,Turkey,0.35683807697357384,-0.42192218469725207,0,6.866666666666667,3
"M 6.5 - 4 km ESE of Finschhafen, Papua New Guinea",6.5,14-10-2011 03:35,3,6,unknown,0,655,us,423,0.0,12.6,mww,37.0,-6.57,147.881,"Finschhafen, Papua New Guinea",,Papua New Guinea,-0.9907828640760169,-0.28342739553409046,5,6.913736263736263,3
"M 6.9 - 43 km NW of Mangan, India",6.9,18-09-2011 12:40,8,8,unknown,0,1562,us,383,0.0,13.0,mww,50.0,27.73,88.155,"Mangan, India",Asia,India,-0.09236890337628839,-0.1886678029487694,8,7.034831460674158,3
"M 6.7 - 99 km NE of Miyako, Japan",6.7,16-09-2011 19:26,5,5,unknown,0,712,us,667,0.0,10.9,mwc,30.0,40.273,142.779,"Miyako, Japan",,,-0.5415758837261526,-0.33445179154157106,7,6.983076923076924,3
"M 6.7 - 68 km WSW of Kabanjahe, Indonesia",6.7,05-09-2011 17:55,5,6,unknown,0,915,us,447,0.0,15.3,mww,91.0,2.965,97.893,"Kabanjahe, Indonesia",,Indonesia,-0.5415758837261526,0.110189373666474,8,7.034831460674158,3
"M 7.0 - 133 km SSE of Isangel, Vanuatu",7.0,03-09-2011 22:55,7,5,unknown,0,761,us,406,0.0,15.3,mww,185.1,-20.671,169.716,"Isangel, Vanuatu",,,0.13223458679864272,0.7961030399956057,5,6.913736263736263,3
"M 7.0 - 64 km ESE of Contamana, Peru",7.0,24-08-2011 17:46,6,6,unknown,0,913,us,471,0.0,26.9,mww,147.0,-7.641,-74.525,"Contamana, Peru",South America,Peru,0.13223458679864272,0.5183845417263186,4,6.97625,3
"M 7.1 - 64 km S of Port-Vila, Vanuatu",7.1,20-08-2011 18:19,5,6,unknown,0,787,us,564,0.0,12.3,mww,28.0,-18.311,168.218,"Port-Vila, Vanuatu",,,0.35683807697357384,-0.3490301904008512,5,6.913736263736263,3
"M 6.5 - 65 km SSW of Port-Vila, Vanuatu",6.5,20-08-2011 17:13,0,5,unknown,0,650,us,322,0.0,15.0,mwc,35.0,-18.308,168.156,"Port-Vila, Vanuatu",,,-0.9907828640760169,-0.29800579439337066,5,6.913736263736263,3
"M 7.2 - 71 km SSW of Port-Vila, Vanuatu",7.2,20-08-2011 16:55,8,6,unknown,0,813,us,280,0.0,18.4,mww,32.0,-18.365,168.143,"Port-Vila, Vanuatu",,,0.581441567148507,-0.31987339268229087,5,6.913736263736263,3
"M 6.6 - 103 km NE of Angoram, Papua New Guinea",6.6,31-07-2011 23:38,3,6,unknown,0,674,us,229,0.0,16.6,mww,10.0,-3.518,144.828,"Angoram, Papua New Guinea",,Papua New Guinea,-0.7661793739010858,-0.48023578013437274,2,6.878813559322034,3
M 7.6 - Kermadec Islands region,7.6,06-07-2011 19:03,3,7,unknown,0,893,us,567,0.0,33.5,mww,17.0,-29.539,-176.34,Kermadec Islands region,,,1.4798555278482335,-0.42921138412689214,3,6.9511111111111115,3
"M 6.7 - 41 km NNE of Miyako, Japan",6.7,22-06-2011 21:50,6,6,unknown,0,749,us,592,0.0,24.9,mww,33.0,39.955,142.205,"Miyako, Japan",Asia,Japan,-0.5415758837261526,-0.3125841932526508,7,6.983076923076924,3
"M 6.8 - 124 km NE of Wé, New Caledonia",6.8,10-05-2011 08:55,4,5,unknown,0,734,us,519,0.0,12.5,mww,11.0,-20.244,168.226,"Wé, New Caledonia",,,-0.31697239355122153,-0.4729465807047326,5,6.913736263736263,3
"M 6.8 - 79 km W of Kirakira, Solomon Islands",6.8,23-04-2011 04:16,5,6,unknown,0,719,us,445,0.0,13.0,mww,79.0,-10.375,161.2,"Kirakira, Solomon Islands",,Solomon Islands,-0.31697239355122153,0.022718980510792998,5,6.913736263736263,3
"M 6.6 - 17 km SSW of Ishikawa, Japan",6.6,11-04-2011 08:16,7,7,unknown,0,822,us,586,0.0,10.1,mww,11.0,37.001,140.401,"Ishikawa, Japan",Asia,Japan,-0.7661793739010858,-0.4729465807047326,7,6.983076923076924,3
"M 7.1 - 29 km ESE of Ishinomaki, Japan",7.1,07-04-2011 14:32,8,8,unknown,0,1114,us,446,0.0,17.7,mww,42.0,38.276,141.588,"Ishinomaki, Japan",Asia,Japan,0.35683807697357384,-0.24698139838589006,7,6.983076923076924,3
"M 6.6 - 7 km SW of Helio García Alfaro, Mexico",6.6,07-04-2011 13:11,7,6,unknown,0,897,us,518,0.0,37.2,mww,166.2,17.208,-94.338,"Helio García Alfaro, Mexico",,Mexico,-0.7661793739010858,0.6583371707754081,1,6.9223684210526315,3
"M 6.9 - 27 km NNW of Tachilek, Myanmar",6.9,24-03-2011 13:55,7,9,unknown,0,1154,us,335,0.0,18.2,mww,8.0,20.687,99.822,"Tachilek, Myanmar",Asia,Myanmar,-0.09236890337628839,-0.4948141789936529,8,7.034831460674158,3
"M 6.6 - 50 km ESE of ?tsuchi, Japan",6.6,11-03-2011 11:36,6,5,unknown,0,673,us,668,0.0,9.5,ms,25.7,39.241,142.463,"?tsuchi, Japan",,,-0.7661793739010858,-0.3657953490890234,7,6.983076923076924,3
"M 6.5 - 81 km NE of Hasaki, Japan",6.5,11-03-2011 08:19,0,4,unknown,0,650,us,369,0.0,18.7,mb,6.8,36.166,141.562,"Hasaki, Japan",,,-0.9907828640760169,-0.503561218309221,7,6.983076923076924,3
"M 7.7 - 272 km ESE of Kamaishi, Japan",7.7,11-03-2011 06:25,7,4,unknown,0,931,us,507,0.0,10.8,mwc,18.6,38.058,144.59,"Kamaishi, Japan",,,1.7044590180231667,-0.41754866503946797,7,6.983076923076924,3
"M 7.9 - 47 km E of ?arai, Japan",7.9,11-03-2011 06:15,8,7,unknown,0,1140,us,163,0.0,48.4,mwc,42.6,36.281,141.111,"?arai, Japan",,,2.153665998373031,-0.24260787872810602,7,6.983076923076924,3
"M 9.1 - 2011 Great Tohoku Earthquake, Japan",9.1,11-03-2011 05:46,9,8,unknown,0,2184,official,541,0.0,9.5,mww,29.0,38.297,142.373,"2011 Great Tohoku Earthquake, Japan",,,4.848907880472212,-0.34174099097121113,7,6.983076923076924,3
"M 7.3 - 120 km SE of ?funato, Japan",7.3,09-03-2011 02:45,5,5,unknown,0,972,us,550,0.0,17.4,mww,32.0,38.435,142.842,"?funato, Japan",,,0.8060450573234381,-0.31987339268229087,7,6.983076923076924,3
"M 6.7 - 38 km W of Constitución, Chile",6.7,14-02-2011 03:40,5,6,unknown,0,731,us,358,0.0,33.9,mww,21.0,-35.38,-72.834,"Constitución, Chile",,,-0.5415758837261526,-0.4000545864083318,4,6.97625,3
"M 6.9 - 21 km N of Tomé, Chile",6.9,11-02-2011 20:05,7,7,unknown,0,988,us,382,0.0,34.7,mww,26.0,-36.422,-72.96,"Tomé, Chile",South America,Chile,-0.09236890337628839,-0.3636085892601314,4,6.97625,3
"M 7.2 - 46 km WSW of Dalbandin, Pakistan",7.2,18-01-2011 20:23,7,7,unknown,0,1449,us,372,0.0,25.3,mww,68.0,28.777,63.951,"Dalbandin, Pakistan",Asia,Pakistan,0.581441567148507,-0.057462213215247915,0,6.866666666666667,3
"M 7.0 - 118 km NNE of Tadine, New Caledonia",7.0,13-01-2011 16:16,2,5,unknown,0,755,us,578,0.0,13.3,mww,9.0,-20.628,168.471,"Tadine, New Caledonia",,,0.13223458679864272,-0.4875249795640128,5,6.913736263736263,3
"M 7.2 - 42 km NNW of Carahue, Chile",7.2,02-01-2011 20:20,8,7,unknown,0,1054,us,397,0.0,30.1,mww,24.0,-38.355,-73.326,"Carahue, Chile",South America,Chile,0.581441567148507,-0.37818698811941154,4,6.97625,3
"M 7.3 - 141 km W of Isangel, Vanuatu",7.3,25-12-2010 13:16,0,5,unknown,0,820,us,409,0.0,12.0,mwc,16.0,-19.702,167.947,"Isangel, Vanuatu",,,0.8060450573234381,-0.4365005835565322,5,6.913736263736263,3
"M 6.7 - 111 km SE of Bam, Iran",6.7,20-12-2010 18:41,3,7,unknown,0,708,us,279,0.0,24.3,mwc,12.0,28.412,59.18,"Bam, Iran",Asia,Iran,-0.5415758837261526,-0.46565738127509254,0,6.866666666666667,3
"M 6.6 - 52 km ENE of Kandrian, Papua New Guinea",6.6,02-12-2010 03:12,0,6,unknown,0,670,us,306,0.0,18.5,mwb,33.0,-6.001,149.977,"Kandrian, Papua New Guinea",,Papua New Guinea,-0.7661793739010858,-0.3125841932526508,5,6.913736263736263,3
"M 7.8 - 215 km SW of Sungai Penuh, Indonesia",7.8,25-10-2010 14:42,4,7,unknown,0,946,us,379,0.0,23.0,mwc,20.1,-3.487,100.082,"Sungai Penuh, Indonesia",,,1.9290625081980977,-0.4066148658950079,8,7.034831460674158,3
"M 6.7 - 97 km SSW of El Huitusi, Mexico",6.7,21-10-2010 17:53,5,5,unknown,0,776,us,352,0.0,50.3,mwc,13.0,24.696,-109.156,"El Huitusi, Mexico",,,-0.5415758837261526,-0.45836818184545247,1,6.9223684210526315,3
"M 7.0 - Near the south coast of Papua, Indonesia",7.0,29-09-2010 17:11,8,5,unknown,0,772,us,271,0.0,15.1,mwc,26.0,-4.963,133.76,"Papua, Indonesia",,Indonesia,0.13223458679864272,-0.3636085892601314,2,6.878813559322034,3
"M 7.0 - 19 km NE of Methven, New Zealand",7.0,03-09-2010 16:35,8,8,unknown,0,1245,us,365,0.0,15.8,mwc,12.0,-43.522,171.83,"Methven, New Zealand",,New Zealand,0.13223458679864272,-0.46565738127509254,5,6.913736263736263,3
M 7.1 - Ecuador,7.1,12-08-2010 11:54,6,5,unknown,0,945,us,672,0.0,12.4,mwc,206.7,-1.266,-77.306,Ecuador,South America,Ecuador,0.35683807697357384,0.9535497476758314,1,6.9223684210526315,3
"M 7.3 - 33 km NW of Port-Vila, Vanuatu",7.3,10-08-2010 05:23,7,7,unknown,0,850,us,405,0.0,20.2,mwc,25.0,-17.541,168.069,"Port-Vila, Vanuatu",,Vanuatu,0.8060450573234381,-0.37089778868977147,5,6.913736263736263,3
"M 7.0 - 72 km ESE of Kimbe, Papua New Guinea",7.0,04-08-2010 22:01,4,6,unknown,0,757,us,396,0.0,12.7,mww,44.0,-5.746,150.765,"Kimbe, Papua New Guinea",,Papua New Guinea,0.13223458679864272,-0.2324029995266099,5,6.913736263736263,3
"M 6.5 - 118 km ESE of Madang, Papua New Guinea",6.5,04-08-2010 07:15,5,4,unknown,0,659,us,403,0.0,11.1,mwc,220.0,-5.486,146.822,"Madang, Papua New Guinea",,Papua New Guinea,-0.9907828640760169,1.0504961000900446,5,6.913736263736263,3
"M 7.6 - 61 km W of Bantogon, Philippines",7.6,23-07-2010 22:51,5,3,unknown,0,902,us,340,0.0,15.1,mwc,578.0,6.497,123.48,"Bantogon, Philippines",,Philippines,1.4798555278482335,3.660029495901194,2,6.878813559322034,3
"M 7.3 - New Britain region, Papua New Guinea",7.3,18-07-2010 13:34,8,7,unknown,0,831,us,397,0.0,18.2,mwc,35.0,-5.931,150.59,"New Britain region, Papua New Guinea",,Papua New Guinea,0.8060450573234381,-0.29800579439337066,5,6.913736263736263,3
"M 6.9 - 56 km SE of Kimbe, Papua New Guinea",6.9,18-07-2010 13:04,4,7,unknown,0,737,us,456,0.0,15.7,mwc,28.0,-5.966,150.428,"Kimbe, Papua New Guinea",,Papua New Guinea,-0.09236890337628839,-0.3490301904008512,5,6.913736263736263,3
"M 6.6 - 30 km SSE of Cañete, Chile",6.6,14-07-2010 08:32,6,7,unknown,0,753,us,295,0.0,52.8,mwc,22.0,-38.067,-73.31,"Cañete, Chile",South America,Chile,-0.7661793739010858,-0.39276538697869173,4,6.97625,3
"M 6.7 - 55 km WSW of Kirakira, Solomon Islands",6.7,26-06-2010 05:30,5,6,unknown,0,696,us,392,0.0,18.7,mwc,35.0,-10.627,161.447,"Kirakira, Solomon Islands",,Solomon Islands,-0.5415758837261526,-0.29800579439337066,5,6.913736263736263,3
"M 6.6 - 135 km SSE of Biak, Indonesia",6.6,16-06-2010 03:58,0,7,unknown,0,670,us,309,0.0,25.0,mwc,10.5,-2.329,136.484,"Biak, Indonesia",,Indonesia,-0.7661793739010858,-0.4765911804195527,2,6.878813559322034,3
"M 7.0 - 121 km SSE of Biak, Indonesia",7.0,16-06-2010 03:16,3,7,unknown,0,755,us,307,0.0,18.1,mwc,18.0,-2.174,136.543,"Biak, Indonesia",,Indonesia,0.13223458679864272,-0.42192218469725207,2,6.878813559322034,3
"M 7.5 - Nicobar Islands, India region",7.5,12-06-2010 19:26,6,5,unknown,0,1144,us,514,0.0,18.6,mwc,35.0,7.881,91.936,"Nicobar Islands, India region",,,1.2552520376733023,-0.29800579439337066,8,7.034831460674158,3
"M 7.2 - 100 km WNW of Sola, Vanuatu",7.2,27-05-2010 17:14,5,6,unknown,0,804,us,327,0.0,11.7,mwc,31.0,-13.698,166.643,"Sola, Vanuatu",,Vanuatu,0.581441567148507,-0.327162592111931,5,6.913736263736263,3
"M 7.2 - 45 km SSW of Meulaboh, Indonesia",7.2,09-05-2010 05:59,5,6,unknown,0,918,us,611,0.0,20.6,mwc,38.0,3.748,96.018,"Meulaboh, Indonesia",,Indonesia,0.581441567148507,-0.2761381961044504,8,7.034831460674158,3
"M 6.9 - 233 km NNW of Qamdo, China",6.9,13-04-2010 23:49,6,9,unknown,0,773,us,410,0.0,14.9,mwc,17.0,33.165,96.548,"Qamdo, China",Asia,People's Republic of China,-0.09236890337628839,-0.42921138412689214,8,7.034831460674158,3
"M 6.9 - 99 km WSW of Kirakira, Solomon Islands",6.9,11-04-2010 09:40,4,5,unknown,0,740,us,399,0.0,12.1,mwc,21.0,-10.878,161.116,"Kirakira, Solomon Islands",,,-0.09236890337628839,-0.4000545864083318,5,6.913736263736263,3
"M 7.8 - 75 km E of Sinabang, Indonesia",7.8,06-04-2010 22:15,0,7,unknown,0,936,us,352,0.0,19.2,mwc,31.0,2.383,97.048,"Sinabang, Indonesia",,Indonesia,1.9290625081980977,-0.327162592111931,8,7.034831460674158,3
"M 7.2 - 12km SW of Delta, B.C., MX",7.2,04-04-2010 22:40,9,9,red,0,2910,ci,10,0.5137,239.0,mw,9.987,32.2862,-115.295,"Delta, B.C., MX",North America,Mexico,0.581441567148507,-0.48033053972695805,1,6.9223684210526315,2
"M 6.6 - 217 km N of Bamboo Flat, India",6.6,30-03-2010 16:54,5,6,unknown,0,701,us,413,0.0,16.7,mwc,34.0,13.667,92.831,"Bamboo Flat, India",,India,-0.7661793739010858,-0.30529499382301073,8,7.034831460674158,3
"M 6.7 - 52 km NNW of Tomé, Chile",6.7,16-03-2010 02:21,5,6,unknown,0,856,us,312,0.0,34.7,mwc,18.0,-36.217,-73.257,"Tomé, Chile",,,-0.5415758837261526,-0.42192218469725207,4,6.97625,3
"M 6.5 - 59 km ENE of Namie, Japan",6.5,14-03-2010 08:08,6,5,unknown,0,810,us,491,0.0,27.0,mwc,32.0,37.745,141.59,"Namie, Japan",,,-0.9907828640760169,-0.31987339268229087,7,6.983076923076924,3
"M 7.0 - 52 km NW of Santa Cruz, Chile",7.0,11-03-2010 14:55,7,7,unknown,0,874,us,403,0.0,17.1,mwc,18.0,-34.326,-71.799,"Santa Cruz, Chile",South America,Chile,0.13223458679864272,-0.42192218469725207,4,6.97625,3
"M 6.9 - 61 km NW of Santa Cruz, Chile",6.9,11-03-2010 14:39,7,7,unknown,0,1280,us,415,0.0,12.5,mwc,11.0,-34.29,-71.891,"Santa Cruz, Chile",South America,Chile,-0.09236890337628839,-0.4729465807047326,4,6.97625,3
"M 6.8 - 141 km W of Bengkulu, Indonesia",6.8,05-03-2010 16:07,4,6,unknown,0,717,us,401,0.0,23.2,mwc,26.0,-3.762,100.991,"Bengkulu, Indonesia",,Indonesia,-0.31697239355122153,-0.3636085892601314,8,7.034831460674158,3
"M 6.6 - 23 km WNW of Talcahuano, Chile",6.6,05-03-2010 11:47,7,7,unknown,0,736,us,255,0.0,27.8,mwb,18.0,-36.665,-73.374,"Talcahuano, Chile",,Chile,-0.7661793739010858,-0.42192218469725207,4,6.97625,3
"M 6.5 - 48 km NW of Sola, Vanuatu",6.5,04-03-2010 14:02,0,4,unknown,0,650,us,426,0.0,18.7,mwb,176.0,-13.571,167.227,"Sola, Vanuatu",,Vanuatu,-0.9907828640760169,0.7297713251858811,5,6.913736263736263,3
"M 7.4 - 124 km W of Lebu, Chile",7.4,27-02-2010 08:01,0,5,unknown,0,842,us,409,0.0,17.6,mwc,35.0,-37.773,-75.048,"Lebu, Chile",,,1.0306485474983713,-0.29800579439337066,4,6.97625,3
"M 8.8 - 36 km WNW of Quirihue, Chile",8.8,27-02-2010 06:34,8,8,unknown,0,1991,official,454,0.0,17.8,mww,22.9,-36.122,-72.898,"Quirihue, Chile",South America,Chile,4.175097409947419,-0.38620510749201564,4,6.97625,3
"M 7.0 - 70 km SE of Katsuren-haebaru, Japan",7.0,26-02-2010 20:31,6,6,unknown,0,1180,us,487,0.0,15.7,mwc,25.0,25.93,128.425,"Katsuren-haebaru, Japan",,,0.13223458679864272,-0.37089778868977147,2,6.878813559322034,3
"M 7.0 - 10 km SE of Léogâne, Haiti",7.0,12-01-2010 21:53,9,9,unknown,0,1623,us,500,0.0,22.7,mwc,13.0,18.443,-72.571,"Léogâne, Haiti",,Haiti,0.13223458679864272,-0.45836818184545247,1,6.9223684210526315,3
"M 6.5 - 37 km WNW of Ferndale, California",6.5,10-01-2010 00:27,7,7,unknown,0,1360,nc,51,0.3225,220.0,mw,28.737,40.652,-124.692,"Ferndale, California",North America,,-0.9907828640760169,-0.3436580504212065,6,6.941860465116279,3
"M 6.8 - 127 km SE of Gizo, Solomon Islands",6.8,05-01-2010 12:15,3,6,unknown,0,713,us,338,0.0,15.0,mwc,15.4,-9.019,157.551,"Gizo, Solomon Islands",,,-0.31697239355122153,-0.4408741032143163,5,6.913736263736263,3
"M 7.1 - 94 km SE of Gizo, Solomon Islands",7.1,03-01-2010 22:36,5,7,unknown,0,780,us,377,0.0,15.0,mwc,10.0,-8.783,157.354,"Gizo, Solomon Islands",,Solomon Islands,0.35683807697357384,-0.48023578013437274,5,6.913736263736263,3
"M 6.6 - 98 km SE of Gizo, Solomon Islands",6.6,03-01-2010 21:48,5,7,unknown,0,672,us,282,0.0,16.6,mwc,10.0,-8.726,157.487,"Gizo, Solomon Islands",,Solomon Islands,-0.7661793739010858,-0.48023578013437274,5,6.913736263736263,3
"M 6.5 - 92 km N of Iquique, Chile",6.5,13-11-2009 03:05,6,7,unknown,0,698,us,390,0.0,17.7,mwc,27.0,-19.394,-70.321,"Iquique, Chile",South America,Chile,-0.9907828640760169,-0.35631938983049133,4,6.97625,3
"M 7.3 - 77 km ENE of Ba, Fiji",7.3,09-11-2009 10:44,0,4,unknown,0,820,us,430,0.0,15.0,mwc,595.0,-17.239,178.331,"Ba, Fiji",,Fiji,0.8060450573234381,3.7839458862050757,5,6.913736263736263,3
"M 6.6 - 29 km NNW of Bima, Indonesia",6.6,08-11-2009 19:41,7,6,unknown,0,677,us,305,0.0,20.4,mwc,18.0,-8.207,118.631,"Bima, Indonesia",,Indonesia,-0.7661793739010858,-0.42192218469725207,2,6.878813559322034,3
"M 6.8 - 98 km NNE of Naze, Japan",6.8,30-10-2009 07:03,0,6,unknown,0,711,us,424,0.0,21.4,mwc,34.0,29.218,129.782,"Naze, Japan",,,-0.31697239355122153,-0.30529499382301073,7,6.983076923076924,3
"M 6.9 - 268 km WSW of Tual, Indonesia",6.9,24-10-2009 14:40,4,6,unknown,0,972,us,397,0.0,11.0,mwc,130.0,-6.133,130.385,"Tual, Indonesia",,Indonesia,-0.09236890337628839,0.39446815142243724,2,6.878813559322034,3
